DISPLAY_NAME,TYPE,work_count
Spetec (Germany),company,14
AppPeople (Germany),company,14
Hamburgische Investitions- und Förderbank,other,14
MKS Instruments (Germany),company,14
Philosophisch-Theologische Hochschule SVD St. Augustin,education,14
Jülicher Entsorgungsgesellschaft für Nuklearanlagen (Germany),company,14
Arioso Systems (Germany),company,14
"Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg",government,14
CINOGY Technologies (Germany),company,14
Chemometrix (Germany),company,14
Pharis Biotec (Germany),company,14
Steuler (Germany),company,14
Synimmune (Germany),company,14
European Research and Project Office,other,14
Eaton (Germany),company,14
LTS Lohmann Therapie-Systeme (Germany),company,14
Duchess Anna Amalia Library,archive,14
Stada Arzneimittel (Germany),company,14
SB Science Management,education,14
Curetis (Germany),company,14
Dresden Academy of Fine Arts,education,14
Evangelical Church of Westphalia,other,14
FCT Systeme (Germany),company,14
Materialise (Germany),company,14
Stiftung der Deutschen Wirtschaft,nonprofit,14
Institut für Angewandte Bauforschung Weimar,nonprofit,14
Helios Kliniken Mittelweser,healthcare,14
Syntellix (Germany),company,14
Engage (Germany),company,14
Flabeg (Germany),company,14
Bauerfeind (Germany),company,13
Fachhochschule für Finanzen Nordrhein Westfalen,education,13
RWP (Germany),company,13
Hennig Arzneimittel (Germany),company,13
Competence Network Multiple Sclerosis,other,13
Landesinstitut für Pädagogik und Medien,education,13
Gesundheitsnetz Rhein-Neckar,nonprofit,13
Tsubaki (Germany),company,13
Assheuer + Pott (Germany),company,13
Kuraray (Germany),company,13
Tracto-Technik (Germany),company,13
Garmin (Germany),company,13
Pro-Implant Foundation,nonprofit,13
Institut für Sozialpädagogische Forschung Mainz,nonprofit,13
GISMA Business School,education,13
"Institut für Klimaschutz, Energie und Mobilität",nonprofit,13
Association of German Banks,other,13
"Magnetic Resonance Institute for Safety, Technology and Research",facility,13
LLA Instruments (Germany),company,13
Sandvik (Germany),company,13
Rittal (Germany),company,13
MeVis BreastCare (Germany),company,13
CellAct Pharma (Germany),company,13
Hessen Mobil – Straßen- und Verkehrsmanagement,government,13
Berliner Stadtreinigungsbetriebe (Germany),company,13
Extend3D (Germany),company,13
Institut für Angewandte Verkehrs- und Tourismusforschung (Germany),company,13
Hanseatic University Rostock,education,13
German Musicological Society,other,13
Active Space Technologies (Germany),company,13
Innowep (Germany),company,13
Linguatec (Germany),company,13
Vereinigung Analytischer Kinder- und Jugendlichen-Psychotherapeuten,nonprofit,13
Open Knowledge Foundation Deutschland,nonprofit,13
Trossingen University of Music,education,13
Truma (Germany),company,13
Cetex (Germany),company,13
Nuclear Physics European Collaboration Committee,other,13
SFC Energy (Germany),company,13
Helmholtz International Center for FAIR,nonprofit,13
"Institut für Abfall, Abwasser, Site und Facility Management",other,13
Klaus Tschira Foundation,nonprofit,13
Einstein Foundation,other,13
German open Business School,education,13
Autoflug (Germany),company,13
Sony (Germany),company,13
Cicor (Germany),company,13
Deutsche Amphibolin-Werke (Germany),company,13
Bremen Overseas Research & Development Association,nonprofit,12
Deutsche Multiple Sklerose Gesellschaft,other,12
Hochschule der Polizei Rheinland Pfalz,education,12
Bavarian State Ministry for Science and Art,government,12
Schwan-Stabilo (Germany),company,12
Pirelli (Germany),company,12
BEGO Implant Systems (Germany),company,12
KRONOS (Germany),company,12
Hochschule für Musik Saar,education,12
Industrieverband Feuerverzinken (Germany),company,12
German Hygiene Museum,archive,12
Institut Dr Schrader Creachem,facility,12
Akademie Überlingen (Germany),company,12
Institut für Sozialforschung und Sozialplanung,facility,12
Diebold Nixdorf (Germany),company,12
Dietmar Hopp Stiftung,other,12
Institut Dr. Schauerte,facility,12
European Geosciences Union,nonprofit,12
Staatsinstitut für Schulqualität und Bildungsforschung,education,12
Brick and Tile Research Institute,nonprofit,12
Klinik St. Irmingard,healthcare,12
Vitronic (Germany),company,12
TUI (Germany),company,12
Immutep (Germany),company,12
Mössner (Germany),company,12
Lübeck Academy of Music,education,12
ProCom (Germany),company,12
Katholisches Klinikum Ruhrgebiet Nord GmbH,healthcare,12
Biota Institut für ökologische Forschung und Planung (Germany),company,12
Fachhochschule Clara Hoffbauer Potsdam,education,12
Rohm (Germany),company,12
Geuder (Germany),company,12
Phenox (Germany),company,12
Concentris (Germany),company,12
GEA Group (Germany),company,12
Proton Motor (Germany),company,12
Saxon Memorial Foundation,nonprofit,12
HaCon (Germany),company,12
VNG (Germany),company,12
Sirtex (Germany),company,12
BOS (Germany),company,12
Trelleborg (Germany),company,12
"Hessisches Ministerium für Umwelt, Klimaschutz, Landwirtschaft und Verbraucherschutz",government,12
Bavarian State Archives,archive,12
ERGONOMIC Institut für Arbeits- und Sozialforschung Forschungsgesellschaft (Germany),company,12
Grimme Institut,nonprofit,12
Independent Institute for Environmental Issues,nonprofit,12
JenaBatteries (Germany),company,12
Steca Elektronik (Germany),company,12
Enercity (Germany),company,12
Q Bioanalytic (Germany),company,12
Nice Solar Energy (Germany),company,12
Implantcast (Germany),funder,12
Zentrum Digitalisierung.Bayern,government,11
Gesellschaft für Thrombose- und Hämostaseforschung,nonprofit,11
Saarbrücken Stadtwerke (Germany),company,11
Max Planck - Harvard Research Center for the Archaeoscience of the Ancient Mediterranean,facility,11
BME Bergmann (Germany),company,11
Landesarchiv Nordrhein-Westfalen,archive,11
German Broadcasting Archive,nonprofit,11
Energieversorgungs und Verkehrsgesellschaft Aachen (Germany),company,11
Carl Cloos Schweißtechnik (Germany),company,11
Museum am Schölerberg,archive,11
Edacentrum,facility,11
Schölly (Germany),company,11
Nidec (Germany),company,11
Institut für Postfossile Logistik,facility,11
Anfomed Society for Applied Research in Medicine,other,11
Bundesverband Selbstständiger Physiotherapeuten,other,11
Becker Photonik (Germany),company,11
Flucon Fluid Control (Germany),company,11
Awite Bioenergie (Germany),company,11
Huntsman (Germany),company,11
Akademie Für Osteopathie,nonprofit,11
Reha-Zentrum Bad Frankenhausen,healthcare,11
Institut für Praxisforschung und Projektberatung,nonprofit,11
Forward Pharma (Germany),company,11
Rhein-Main-Verkehrsverbund,company,11
Ernst Busch Academy of Dramatic Arts,education,11
Education and Science Workers' Union,other,11
Das Onkologische und Palliativmedizinische Netzwerk Landshut,other,11
CarboTech (Germany),company,11
NewConceptOncology (Germany),company,11
Excelitas Technologies (Germany),company,11
Hettich (Germany),company,11
Facit Research (Germany),company,11
Staatliche Lehr- und Versuchsanstalt für Gartenbau,education,11
Emovis,facility,11
Bundesverband Freier Radios,other,10
Städel Museum,archive,10
Technomar (Germany),company,10
European Aviation Safety Agency,government,10
Psychologische Praxengemeinschaft,other,10
Ministerium für Umwelt und Verbraucherschutz,government,10
Piezosystem Jena (Germany),company,10
Autarcon (Germany),company,10
Landesinstitut für Schule und Medien Berlin-Brandenburg,education,10
Acino International (Germany),company,10
PharmaZell (Germany),company,10
Hochschule für Kunsttherapie Nürtingen,education,10
Mesocosm,facility,10
Töpfer (Germany),company,10
Institut Stadt I Mobilität I Energie (Germany),company,10
Joyson Safety Systems (Germany),company,10
Daimler and Benz Foundation,other,10
Corlife (Germany),company,10
Institut für Mittelstandsforschung,facility,10
Patrys (Germany),company,10
Fachhochschule für Verwaltung und Dienstleistung,education,10
Integrierte Forschungs- und Behandlungszentren,facility,10
Allgemeine Elektrizitäts Gesellschaft (Germany),company,10
Ormazabal (Germany),company,10
Academy of Sciences and Humanities in Hamburg,other,10
Berlin-Institut für Bevölkerung und Entwicklung,nonprofit,10
FIVE - Forschungs- und Innovationsverbund an der Evangelischen Hochschule Freiburg,education,10
ICM Chemnitz,facility,10
Industrielle Steuerungstechnik (Germany),company,10
Niedersächsisches Institut für frühkindliche Bildung und Entwicklung,education,10
IX-Factory (Germany),company,10
"Bavarian Ministry of Economic Affairs and Media, Energy and Technology",government,10
Kuratorium für Technik und Bauwesen in der Landwirtschaft,other,10
Staatliche Kunsthalle Karlsruhe,archive,10
rgb Onkologisches Management,other,10
HPO Research Group,facility,10
Smith & Nephew (Germany),company,10
Textron Systems (Germany),company,10
SURAGUS (Germany),company,10
Environmental Action Germany,nonprofit,10
German Museum of Technology,archive,10
Institute for the History of the German Jews,archive,9
Cleopa (Germany),company,9
Historical Archive of the City of Cologne,archive,9
DBI - Gastechnologisches Institut,other,9
German Federal Chancellery,government,9
Institut für Umweltplanung und Raumentwicklung,other,9
Deutsche Gesellschaft für Traditionelle Chinesische Medizin,other,9
International Mathematical Union,nonprofit,9
YellowMap (Germany),company,9
Federal Aviation Office,government,9
Hyperstone (Germany),company,9
Stuttgarter Straßenbahnen (Germany),company,9
European Meteorological Society,nonprofit,9
Tecnaro (Germany),company,9
Francotyp Postalia (Germany),company,9
Arbeitsgemeinschaft für Krebsbekämpfung,other,9
Stiftung Umweltenergierecht,facility,9
Homann-Stiftung,nonprofit,9
Capio Clinic in the Park,healthcare,9
Bau- und Liegenschaftsbetrieb des Landes Nordrhein-Westfalen (Germany),company,9
Intersurgical (Germany),company,9
Stiftung Sozialpädagogisches Institut,other,9
PV Crystalox Solar (Germany),company,9
Landesamt für Denkmalpflege Sachsen,government,9
Adelphi Consult (Germany),company,9
Landesarchiv Sachsen-Anhalt,archive,9
"Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz Schleswig-Holstein",government,9
Pfalzwerke (Germany),company,9
Grifols (Germany),company,9
Institute for Sound & Music,nonprofit,9
Hamburger Kunsthalle,archive,9
Studsvik (Germany),company,9
Beckmann-Institut für Technologieentwicklung,nonprofit,9
Institut für Verhaltenstherapie-Ausbildung Hamburg,nonprofit,9
Institut Virion\\Serion,facility,9
Burg Giebichenstein University of Art and Design Halle,education,9
Photonamic (Germany),company,9
Institut für Diagnostik und Konservierung an Denkmalen in Sachsen und Sachsen-Anhalt,facility,9
Muthesius University of Fine Arts and Design,education,9
Betrieb für InformationsTechnologie,company,9
Eyesense (Germany),company,9
Hernienzentrum Rottenburg am Neckar,healthcare,9
Association of German Agricultural Analytic and Research Institutes,other,9
Institut für Angewandte Funksystemtechnik (Germany),company,9
Colour Control Farbmesstechnik (Germany),company,9
Hochschule für Künste im Sozialen,education,9
Energie Aus Der Mitte (Germany),company,9
QUIRIS Healthcare,healthcare,9
Simcon kunststofftechnische Software (Germany),company,9
Komet Group (Germany),company,9
MinebeaMitsumi (Germany),company,9
Heckmann (Germany),company,9
Dr. Kade Pharmazeutische Fabrik (Germany),company,9
DK Recycling und Roheisen (Germany),company,9
West Pharmaceuticals (Germany),company,9
Gesellschaft für Pädagogik und Information,education,9
VKTA,facility,9
Science on Stage Europe,nonprofit,9
Stiftung Warentest,other,9
Stiebel Eltron (Germany),company,9
Wista (Germany),company,9
Battelle Ingenieurtechnik (Germany),company,9
Verband kommunaler Unternehmen,other,9
Bavarian Research Foundation,government,9
Alanod (Germany),company,9
Fabmatics (Germany),company,8
Landesamt für Soziales und Versorgung des Landes Brandenburg,government,8
MIMOT (Germany),company,8
Kyocera (Germany),company,8
DermaTronnier,facility,8
TherapySelect (Germany),company,8
Balance Technology Consulting,company,8
HQ-Dielectrics (Germany),company,8
Bwcon (Germany),company,8
Medizinisches Wirtschaftsinstitut,other,8
KME (Germany),funder,8
The SILVA Ribosomal RNA Database Project,archive,8
"Ministerium für Soziales, Arbeit, Gesundheit und Demografie",government,8
Jüdisches Museum,archive,8
Gehrlicher (Germany),company,8
Medizinischer Fakultätentag,nonprofit,8
DMG Mori (Germany),company,8
Grieshaber (Germany),company,8
Metronix (Germany),company,8
Kemira (Germany),company,8
Socialdata (Germany),company,8
Institut für Textiltechnik Augsburg (Germany),company,8
Baden-Württemberg Stiftung,other,8
Leipziger Institut für Energie,facility,8
GTC Kappelmeyer (Germany),company,8
Raytheon Technologies (Germany),company,8
Hautok + Hautok Cosmetics,healthcare,8
ColVisTec (Germany),company,8
Megger (Germany),company,8
Forschungsvereinigung für Luft- und Trocknungstechnik,funder,8
K-UTEC Salt Technologies (Germany),company,8
Va-Q-tec (Germany),company,8
"Ministerium für Umwelt, Energie, Ernährung und Forsten Rheinland Pfalz",government,8
Procon (Germany),company,8
European Academy for Standardisation,nonprofit,8
Hamburg Institute for Vocational Education and Training,education,8
Clyde Bergemann Power Group,funder,8
Vallen Systeme (Germany),company,8
Medien- und Filmgesellschaft Baden-Württemberg,facility,8
CosmoCode (Germany),company,8
Institut für Zukunftsorientierte Arbeitsgestaltung (Germany),company,8
Niedersächsisches Ministerium für Wissenschaft und Kultur,government,8
Gesteinslabor Dr. Eberhard Jahns,facility,8
Bochumer Institut für Technologie (Germany),company,8
Radex Heraklith Industriebeteiligungs (Germany),company,8
Actelion (Germany),company,8
Hollister (Germany),company,8
Akasol (Germany),company,8
Alexion (Germany),company,8
Consentec (Germany),company,8
Ethicare (Germany),company,8
Centre for European Security Strategies,other,8
HOBAS (Germany),company,8
Biedermann Motech (Germany),company,8
ForWind Zentrum für Windenergieforschung,facility,8
Deutsches Kupferinstitut Berufsverband,other,8
Collective Leadership Institute,nonprofit,8
BIOP Institute,facility,7
Amphenol (Germany),company,7
AkzoNobel (Germany),company,7
Archiv der Jugendkulturen,other,7
Misereor,nonprofit,7
MAN (Germany),company,7
Deutsches Institut für Telemedizin und Gesundheitsförderung,facility,7
Kooperationsstelle Hamburg,other,7
GS Elektromed. Geräte G. Stemple (Germany),company,7
Institut für Beschäftigung und Employability,other,7
Aurelius AG (Germany),company,7
Deutsche Zöliakie-Gesellschaft e.V.,other,7
"Sächsisches Staatsministerium für Energie, Klimaschutz, Umwelt und Landwirtschaft",government,7
Aesthetico,healthcare,7
Staatsgalerie Stuttgart,archive,7
"Deutsche Gesellschaft für Zahn-, Mund- und Kieferheilkunde",other,7
Kleinwächter (Germany),company,7
Senior Flexonics (Germany),company,7
Argus Umweltbiotechnologie (Germany),company,7
4SC (Germany),company,7
IQM (Germany),company,7
CreaPhys (Germany),company,7
Stadtwerke Bad Urach (Germany),government,7
Electrolux (Germany),company,7
Dialysezentrum Potsdam,facility,7
Andritz (Germany),company,7
Glen Dimplex (Germany),company,7
Virtual Dimension Center,other,7
WS (Germany),company,7
Technologiestiftung Berlin,other,7
Roehm (Germany),company,7
geniaLab (Germany),company,7
Getinge (Germany),company,7
HYDROMOD Scientific Consulting,other,7
Institut für Mikroökologie,facility,7
ISO Arzneimittel (Germany),company,7
Cv Cryptovision (Germany),company,7
Naturland,other,7
Sarkoidose Stiftung,nonprofit,7
Familie Mehdorn Stiftung,nonprofit,7
ECOLOG-Institut für sozial-ökologische Forschung und Bildung,nonprofit,7
Gematik Gesellschaft für Telematikanwendungen der Gesundheitskarte,nonprofit,7
"Institute of Biogas, Waste Management and Energy (Germany)",company,7
Samsung (Germany),company,7
Research Institute for Music Theater Studies,education,7
Teleport Sachsen-Anhalt,company,7
Gestamp (Germany),company,7
Deutsche AIDS-Gesellschaft,nonprofit,7
Research Institute for the Economics of Education and Social Affairs,other,7
International Game Technology (Germany),company,7
QD Laser (Germany),company,7
Holota Optics (Germany),company,7
FormFactor (Germany),company,7
Vygon (Germany),company,7
"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz",government,7
Institute for Social Research and Project Consultancy,facility,7
Pflüger (Germany),company,6
Rechenkraft.net,nonprofit,6
Össur (Germany),company,6
German Solar Association,other,6
Safran (Germany),company,6
Frankfurter Institut für Nachhaltige Entwicklung,other,6
Brandenburg-Berliner Institut für Sozialwissenschaftliche Studien,nonprofit,6
Hilfe für krebskranke Kinder Frankfurt,other,6
Mainzer Stadtwerke (Germany),company,6
"Ministerium für Kultus, Jugend und Sport Baden-Württemberg",government,6
Novitas BKK (Germany),company,6
Raytek (Germany),company,6
Institute for applied Biology and Landscape Planning,facility,6
Wärtsilä (Germany),company,6
Martechnic (Germany),company,6
SmarAct (Germany),company,6
Chemie³ (Germany),company,6
Solarzentrum Stuttgart (Germany),company,6
Gewerbliche Institut für Umweltanalytik (Germany),company,6
Institut für Angewandte Produktions-Technologie (Germany),company,6
Maritime Wirtschafts- und Schiffbauforschung (Germany),company,6
Ostwestfälisches Institut für Innovative Technologien in der Automatisierungstechnik (Germany),company,6
Forschungsinstitut für Logistik,facility,6
DMG (Germany),company,6
Zydolab - Institut für Zytologie und Immunzytochemie,facility,6
Wirtgen (Germany),company,6
Niedersächsisches Ministerium für Inneres und Sport,government,6
Kaneka (Germany),company,6
Verkehrsinstitut München,other,6
Merete (Germany),company,6
Deutsche Gesellschaft für Parkinson und Bewegungsstörungen,nonprofit,6
Micromun,facility,6
Wirbelsäulen-Institut München,healthcare,6
Carl Friedrich von Siemens Stiftung,other,6
Deutsche Initiative für Netzwerkinformation,nonprofit,6
Navitas Life Sciences (Germany),company,6
ORYX (Germany),company,6
Michael Foundation,other,6
Illinois Tool Works (Germany),company,6
Aptar (Germany),company,6
Lhoist (Germany),company,6
Biametrics (Germany),company,6
MAX Automation (Germany),company,6
Kybernetische Organisation Planung Führung,other,6
Aus- und Weiterbildungseinrichtung für Klinische Verhaltenstherapie,healthcare,6
MicroLS (Germany),company,6
Bavarian National Museum,archive,6
DEEP.KBB (Germany),company,6
ISRA Vision Parsytec (Germany),company,6
Johann Adam Möhler Institute for Ecumenism,education,6
AmpTec (Germany),company,6
Staats- und Stadtbibliothek Augsburg,archive,6
Grohe (Germany),company,6
DOCxcellence (Germany),company,6
Industrievereinigung Kunststoffverpackungen,other,6
Oelheld (Germany),company,6
Schunk Carbon Technology (Germany),company,6
Europäische Melanchthon Akademie Bretten,archive,6
Stadtwerk Haßfurt (Germany),company,6
Alliance for European Diabetes Research,nonprofit,6
Institut für Berufs- und Sozialpädagogik,education,6
Wissenschaftliche Stadtbibliothek Mainz,archive,6
Zambon (Germany),company,6
Moog (Germany),company,6
European Association for Renewable Energy,other,6
Cornelsen (Germany),company,6
Inhouse Engineering (Germany),company,6
Dommuseum Hildesheim,archive,6
QualiMed (Germany),company,6
Kerntechnische Hilfsdienst (Germany),company,6
Solvis (Germany),company,6
Poliklinik für Zahnärztliche Prothetik mit Propädeutik,healthcare,6
German Data Forum,other,6
Museumslandschaft Hessen Kassel,archive,6
Arbeiterwohlfahrt München,nonprofit,6
Kuhn Special Steel (Germany),company,6
Smiths Group (Germany),company,6
Bagilstein (Germany),company,6
Harms & Wende (Germany),company,6
Forschungszentrum Ultraschall,facility,6
Groz Beckert (Germany),company,5
Institut für Wasserwirtschaft Siedlungswasserbau und Ökologie,facility,5
Kombiverkehr (Germany),company,5
Kion Group (Germany),company,5
Mineralbrunnen Überkingen Teinach Beteiligungs,company,5
Wirtschaftsförderung Region Stuttgart,government,5
MicroTEC (Germany),company,5
Hessische Zentrale für Datenverarbeitung,government,5
Centre for Advanced Laser Applications,funder,5
Almased (Germany),company,5
Academy of Fine Arts Münster,education,5
BilSE - Institut für Bildung und Forschung,education,5
Avaya (Germany),company,5
Brost Stiftung,nonprofit,5
Clinlogix (Germany),company,5
Boeing (Germany),company,5
Glötzl (Germany),company,5
Optana (Germany),company,5
Klett Gruppe (Germany),company,5
Institut für Automobilwirtschaft,facility,5
Raumedic (Germany),company,5
Triumph Adler (Germany),company,5
Intego (Germany),company,5
Institute for Foreign Cultural Relations,other,5
Hamburg Archaeological Museum,archive,5
IT Consult,company,5
Papenmeier (Germany),company,5
Aixtooling (Germany),company,5
Tadiran Batteries (Germany),company,5
Betonsteinwerk Heide (Germany),company,5
Internationales Institut für Sozio-Informatik,facility,5
Knowledge Raven Management (Germany),company,5
GS1 Germany,nonprofit,5
Korian (Germany),company,5
Preh (Germany),company,5
Nemetschek (Germany),company,5
Leppermühle,other,5
Renewable Energies Agency,other,5
Museum of Art and Design Hamburg,archive,5
Bach Archiv Leipzig,archive,5
German Machine Tool Builders Association,other,5
Archives School Marburg,education,5
Pentracor (Germany),company,5
Deutsches Stiftungszentrum,nonprofit,5
Landesmuseum Württemberg,archive,5
Elefanten Apotheke,other,5
Rostock University of Music and Theatre,education,5
enablingMNT (Germany),company,5
Bremerhaven Economic Development (Germany),funder,5
Stiftung Leben mit Krebs,nonprofit,5
Progenius,education,5
Indutherm Erwärmungsanlagen (Germany),company,5
Sensient Technologies (Germany),company,5
Berufsforschungs- und Beratungsinstitut für interdisziplinäre Technikgestaltung,nonprofit,5
Berufsförderungszentrum Essen,education,5
SOLINET,company,5
Institut für Medizinische Diagnostik Berlin-Potsdam,facility,5
Landesinstitut für Präventives Handeln,other,5
Skin Cancer Council Germany,nonprofit,5
Colt International (Germany),company,5
Institut für Umweltwirtschaftsanalysen Heidelberg,facility,5
Evestra (Germany),company,5
Pestel Institut,facility,5
Innovative System und Informationstechnologien (Germany),company,5
Lesswire (Germany),company,5
Dover (Germany),company,5
ASYS Group (Germany),company,5
Hessische Lehrkräfteakademie,education,5
Ennovatis (Germany),company,5
Essity (Germany),funder,5
Fiedler Optoelektronik (Germany),company,5
Stadtbibliothek Nürnberg,archive,5
Inno (Germany),company,5
Heusch Boesefeldt (Germany),company,5
Bombastus-Werke (Germany),company,5
Vdlconsult,company,5
"Ministerium für Umwelt, Landwirtschaft und Energie des Landes Sachsen-Anhalt",government,5
Stiftung Berliner Sparkasse,nonprofit,5
BIOTECmarin (Germany),company,5
Mannheim University of Music and Performing Arts,education,5
KACO New Energy (Germany),company,5
"Internationales Institut für Nachhaltiges Energiemanagement, Politik, Risiko und Soziale Innovationen",education,5
Flex (Germany),company,5
European Foundation for the Study of Diabetes,nonprofit,4
Salus-Fachklinikum Uchtspringe Klinik für Allgemeine Psychiatrie und Psychotherapie,healthcare,4
"Ministerium für Wissenschaft, Forschung und Kultur",government,4
Isogen (Germany),company,4
Kassenärztliche Vereinigung Sachsen-Anhalt,other,4
JRC Capital Management (Germany),company,4
CytoSorbents (Germany),company,4
Pharma Stulln (Germany),company,4
Stadtarchiv Erfurt,archive,4
Medien Management Institut,education,4
Schiller International University,education,4
Society for Biomedical Diabetes Research,healthcare,4
Institut für Wasser und Boden Dr. Uhlmann,facility,4
Pfaff Industriemaschinen (Germany),company,4
Industrial Research & Engineering (Germany),company,4
Hector-Stiftung,nonprofit,4
Deutsche Arthrose-Hilfe,nonprofit,4
Verband Europäischer Ayurveda-Mediziner & Therapeuten,nonprofit,4
KOB (Germany),company,4
Pflegewerk (Germany),company,4
Wilhelm Sander Stiftung,nonprofit,4
European Association of Development Research and Training Institutes,nonprofit,4
Kleinewefers Kunststoffanlagen (Germany),company,4
Research Institute for Baker’s Yeast,facility,4
Helmholtz Graduate School for Hadron and Ion Research,funder,4
Finanzministerium des Landes Schleswig-Holstein,government,4
Deutsche Wissenschaftliche Gesellschaft für Erdöl Erdgas und Kohle,other,4
Rexrodt von Fircks Stiftung,other,4
Institut für Arbeitswissenschaft und Unternehmensoptimierung (Germany),company,4
Lürssen (Germany),company,4
Wissenschaftliche Gesellschaft Freiburg,other,4
Humanetics (Germany),company,4
EHI Retail Institute (Germany),company,4
"Ministry of Economy, Science and Digitalisation",government,4
Lahntalklinik,healthcare,4
INFICON (Germany),company,4
Chica and Heinz Schaller Foundation,nonprofit,4
Mathe im Leben,nonprofit,4
European Society for Surgical Research,nonprofit,4
Peppermint (Germany),company,4
SpectrumK (Germany),company,4
District Heating Research Institute,facility,4
NRU Präzisionstechnologie (Germany),company,4
MKmetric (Germany),company,4
Bundesverband Medizintechnologie,other,4
Vitec (Germany),company,4
Bregau (Germany),company,4
Wallraf–Richartz-Museum,archive,4
Deutsche Gesellschaft für Galvano- und Oberflächentechnik,nonprofit,4
HighFinesse (Germany),company,4
Hildegard Grunow Foundation,nonprofit,4
Alcoa (Germany),company,4
Deutsche Angestellten-Akademie,education,4
Stadtarchiv Mainz,archive,4
Onkotrakt (Germany),company,4
Institute of Applied Building Informatics,nonprofit,4
Centre de Coopération Universitaire Franco-Bavarois,funder,4
GHD GesundHeits GmbH Deutschland (Germany),company,4
Leotech Rapid Prototyping und Werkzeugbau (Germany),company,4
Hanseatic Wirtschaftsarchiv,archive,4
Synexus (Germany),company,4
"Food, Beverages and Catering Union",other,4
Center of Applied Aeronautical Research,facility,4
Biomer (Germany),company,4
Stephanus Stiftung,nonprofit,4
Roxall (Germany),company,4
Hochschule für Gesundheitsorientierte Wissenschaften Rhein-Neckar,education,4
Bundeskunsthalle,archive,4
Forschungsinstitut für innovative Arbeitsgestaltung und Prävention,nonprofit,4
Richard-Strauss-Institut,archive,4
CBL (Germany),company,4
Therapeutische Drug Monitoring Kinder-und Jugendpsychiatrie,healthcare,4
Atlantec Enterprise Solutions (Germany),company,4
"Ministerium für Wirtschaft, Arbeit, Energie und Verkehr",government,4
International Technology Products,company,4
Institut für gewerbliche Wasserwirtschaft und Luftreinhaltung (Germany),company,4
Swarco (Germany),company,4
Hausärzteverband Sachsen-Anhalt,other,4
GABO:mi,company,4
Förderverein Hilfe bei Prostatakrebs,nonprofit,4
Institut für alternative und nachhaltige Ernährung,other,4
Institut für Kommunikation und Wirtschaftsbildung,education,4
Sächsische Krebsgesellschaft,other,4
AMW (Germany),company,4
Renewable Energy Research Association,facility,4
Dr. Rolf M. Schwiete Stiftung,nonprofit,3
Ostbayerisches Technologie-Transfer-Institut,nonprofit,3
Forschungszentrum für Kältetechnik und Wärmepumpen,facility,3
Medi (Germany),company,3
Fürstenberg Institut (Germany),company,3
Arbeitsgemeinschaft Sozialwissenschaftlicher Institute,nonprofit,3
KCI (Germany),company,3
Dittel Avionik (Germany),company,3
EEW Energy from Waste,company,3
TMG Research,nonprofit,3
Institut für Ausbildung Jugendlicher,education,3
H2 Mobility (Germany),company,3
Aktion Mensch,nonprofit,3
HBW-Gubesch Kunststoff-Engineering (Germany),company,3
Ministerium für Kultur und Wissenschaft des Landes Nordrhein-Westfalen,government,3
Aap Implantate (Germany),company,3
Dopavision (Germany),company,3
ARES Energiesysteme (Germany),company,3
Mucos Pharma (Germany),company,3
Pädea,other,3
World University Service,nonprofit,3
Bundesverband Druck und Medien,other,3
Lehr- und Versuchsanstalt für Viehhaltung Hofgut Neumühle,other,3
Institut für Kunststofftechnologie und -recycling,facility,3
Handwerkskammer Trier,other,3
German Foundation for Peace Research,other,3
Swabian Instruments (Germany),company,3
Gneuss (Germany),company,3
Documenta Archive,archive,3
Forschungsvereinigung Antriebstechnik,facility,3
Aachen Institute for Nuclear Training,facility,3
Herrenknecht Vertical (Germany),company,3
Meritor (Germany),company,3
CardioSec (Germany),company,3
Ministerium der Finanzen des Landes Sachsen-Anhalt,government,3
Privatbüro Plus,other,3
Deutsche Neurodermitis Stiftung,nonprofit,3
REFA Bundesverband,nonprofit,3
IBExU Institut für Sicherheitstechnik (Germany),company,3
Jürging (Germany),company,3
Harro Höfliger (Germany),company,3
Ministerium des Innern und für Sport Rheinland-Pfalz,government,3
Biedermann Technologies (Germany),company,3
German-Russian Interdisciplinary Science Center,funder,3
Die Senatorin für Kinder und Bildung,government,3
Arbeitsgruppe für regionale Struktur- und Umweltforschung,facility,3
Elena International (Germany),company,3
AFS Entwicklungs und Vertriebs (Germany),company,3
IOT Labs,facility,3
Minerva Stiftung,funder,3
Joimax (Germany),company,3
Zur Rose Pharma (Germany),company,3
Wanzl (Germany),company,3
Gobio (Germany),company,3
AMS (Germany),company,3
Codon (Germany),company,3
Evangelisches Studienwerk Villigst,nonprofit,3
Lehmbruck Museum,archive,3
Universitäts Kinder Frauenzentrum,healthcare,3
Oras (Germany),company,3
HausMed (Germany),company,3
Implandata Ophthalmic Products (Germany),company,3
Sanol (Germany),company,3
SEMA (Germany),company,3
PharmaCept (Germany),company,3
VOLTARIS (Germany),company,3
Baader Food Processing Machinery (Germany),company,3
Envigo (Germany),company,3
Amdocs (Germany),company,3
Urenco (Germany),company,3
Bavarian State Painting Collections,archive,3
Federal Motor Transport Authority,other,3
wfk - Cleaning Technology Institute,nonprofit,3
Institut für angewandte Forschung im Bauwesen,facility,3
Institute for Cultural Diplomacy,nonprofit,3
