DISPLAY_NAME,TYPE,work_count
Post Apotheke,other,197
Blindeninstitutsstiftung,nonprofit,197
Institut Für Prozeßadaptive und Erfahrungsgeleitete Automatisierung (Germany),company,197
Novo Nordisk (Germany),company,197
Curt Engelhorn Centre Archaeometry,facility,197
Lutheran University of Applied Sciences Nuremberg,education,196
Hannoversche Kinderheilanstalt,nonprofit,196
"Deutsche Gesellschaft für Psychoanalyse, Psychotherapie, Psychosomatik und Tiefenpsychologie",other,196
Institute for Social-Ecological Research,nonprofit,196
Fiat Chrysler Automobiles (Germany),company,195
St.-Antonius-Hospital Gronau,healthcare,195
Josef Meissner (Germany),company,195
VPIphotonics (Germany),company,194
Deutschen Institute für Textil und Faserforschung,facility,194
Zentrum für Militärgeschichte und Sozialwissenschaften der Bundeswehr,facility,193
Lionex (Germany),company,193
Noxxon Pharma (Germany),company,193
Bundesverband Glaukom-Selbsthilfe,other,192
Fachhochschule der Wirtschaft,education,192
Toyoda Gosei (Germany),company,192
Global Public Policy Institute,nonprofit,192
Landwirtschaftlichen Zentrums Baden-Württemberg​,other,192
German Graduate School of Management and Law,education,192
"Landesamt für Bergbau, Energie und Geologie",government,191
International University in Germany,education,191
S&F Systemtechnik (Germany),company,191
Respiratory Research Institute,facility,191
Faktor 10 – Institut für nachhaltiges Wirtschaften gemeinnützige,other,190
Asklepios Kliniken Schildautal,healthcare,190
Karl und Veronica Carstens-Stiftung,nonprofit,189
European Astronaut Centre,other,189
Institute for Gerontological Research,facility,189
Hochschule für Musik Freiburg,education,189
Magma (Germany),company,188
Deutsche Montan Technologie (Germany),company,188
Forschungsinstitut für Edelmetalle und Metallchemie,facility,188
Institut für Holztechnologie Dresden,facility,188
Salzgitter Group (Germany),company,187
Gesellschaft für Elektrometallurgie (Germany),company,187
Nanoplus (Germany),company,187
Harman (Germany),company,187
Geologischer Dienst Nordrhein-Westfalen (Germany),company,186
Landesbank Baden-Württemberg,other,186
Takeda (Germany),company,186
Institute for Diabetes Gerhardt Katsch,facility,186
Institute for Telematics,facility,186
Research Institute Bioactive Polymer Systems,facility,186
Singulus (Germany),company,186
Micro Resist Technology (Germany),company,185
European University of Applied Sciences,education,185
Mannesmann Demag (Germany),company,185
Knorr-Bremse (Germany),company,185
Deutsche Rheuma-Liga,other,185
Bard College Berlin,education,185
EdgeWave (Germany),company,185
Emschergenossenschaft,government,185
Diehl (Germany),company,185
Medizin Campus Bodensee,healthcare,184
Luisenkrankenhaus,healthcare,184
Rottenburg University of Applied Forest Sciences,education,184
Institut für Palliative Care,healthcare,183
Evangelische Hochschule Berlin,education,183
Prof. Hess Kinderklinik,healthcare,183
Plansee (Germany),company,183
Kraftanlagen (Germany),company,182
Deutsche Knochenmarkspenderdatei,nonprofit,182
Landesuntersuchungsamt Rheinland-Pfalz,government,182
HELIOS St. Elisabeth Klinik Oberhausen,healthcare,182
Dornier (Germany),company,182
Institut für Regionale Innovation und Sozialforschung,facility,182
Covance (Germany),company,182
Alere (Germany),company,182
Kassenärztliche Vereinigung Baden-Württemberg,other,182
KfH Kuratorium für Dialyse und Nierentransplantation,healthcare,182
Arvato,company,181
RLP AgroScience (Germany),company,181
Institute of Empirical Health Economics,education,180
Parkinson-Klinik Ortenau,healthcare,180
Kreiskrankenhaus Gummersbach,company,180
Krankenhaus der Augustinerinnen,healthcare,180
Jena Bioscience (Germany),company,179
Mitsubishi Chemical (Germany),company,179
BQS Institut für Qualität und Patientensicherheit (Germany),company,179
"Ministry for Environment, Agriculture, Conservation and Consumer Protection",government,179
empirica - Communication and Technology Research,facility,178
Aptiv (Germany),company,178
Brüderkrankenhaus St. Josef Paderborn,healthcare,178
LOEWE Centre for Translational Biodiversity Genomics,facility,178
Diabetes-Zentrum Quakenbrück,healthcare,178
Eberspächer (Germany),company,178
Bavarian Natural History Collections,facility,177
H.C. Starck (Germany),company,177
Protestant University of Applied Sciences Freiburg,education,176
Thuringian Institute of Textile and Plastics Research,facility,176
Arbeitsgemeinschaft Urologische Onkologie,healthcare,175
Coriant (Germany),company,175
Stiftung Oskar Helene Heim,nonprofit,175
Mann+Hummel (Germany),company,174
Vertilas (Germany),company,174
Institute for Information Management Bremen,nonprofit,174
Reproduktionsmedizin München,healthcare,174
Oxford Instruments (Germany),company,174
Gesellschaft fuer Wirtschaftliche Strukturforschung,other,174
Evangelische Hochschule Darmstadt,education,173
Federal Union of German Associations of Pharmacists,other,172
Thüringer Landesanstalt für Landwirtschaft,government,172
"Landesamt für Umwelt, Naturschutz und Geologie",government,172
WEK Tierarzt,healthcare,172
Institute for Integrated Management of Material Fluxes and of Resources,education,172
Spiegel Institut (Germany),company,171
Klinikum Westfalen (Germany),company,171
Bavarian State Library,archive,171
Tesat-Spacecom (Germany),company,171
Deutsches Bergbau-Museum Bochum,funder,171
Helmholtz Institute for RNA-based Infection Research,facility,171
Berlin Center for Epidemiology and Health Research,facility,170
Dillinger Hütte (Germany),company,170
German Agency for Quality in Medicine,nonprofit,170
Landesarchiv,archive,170
Lead Discovery Center (Germany),company,169
Biotronik (Germany),funder,169
Federation of German Industries,other,169
St. Elisabethen-Krankenhaus Frankfurt,healthcare,169
Fraunhofer Institute for Large Structures in Production Engineering IGP,facility,169
Universitäts-Frauenklinik des Saarlandes,healthcare,168
Ostalb-Klinikum Aalen,healthcare,168
SLUB Dresden,funder,168
Bavarian Nordic (Germany),company,168
Institute for Biomedical and Pharmaceutical Research,facility,168
Weizenbaum Institute,facility,168
Moritz Klinik,healthcare,167
TCM-Klinik Bad Kötzting,healthcare,167
User Interface Design (Germany),company,167
AIM Infrarot-Module (Germany),company,167
Institut für Seeverkehrswirtschaft und Logistik,nonprofit,167
Solvay (Germany),company,166
cts CaritasKlinikum Saarbrücken,healthcare,166
Sylvia Lawry Centre for Multiple Sclerosis Research,facility,166
Federal Ministry of Justice and Consumer Protection,government,166
Malteser Waldkrankenhaus Erlangen,healthcare,165
Filmuniversität Babelsberg KONRAD WOLF,education,165
Leibniz Institute for Jewish History and Culture – Simon Dubnow,other,164
Rosenberger (Germany),company,164
Krankenhaus Waldfriede,healthcare,164
gec-co Global Engineering & Consulting (Germany),company,163
Academy of Sciences and Literature,funder,163
Iomedico (Germany),company,162
Infrafrontier,nonprofit,162
Facility for Antiproton and Ion Research,facility,161
Institut für Angewandte Gewässerökologie (Germany),company,161
Bionorica (Germany),company,161
Freiberger Compound Materials (Germany),company,161
United Monolithic Semiconductors (Germany),company,161
Industrieanlagen Betriebsgesellschaft (Germany),company,161
Ibero-American Institute,facility,160
Berliner Wasserbetriebe (Germany),company,160
Fraunhofer Research Institution for Individualized and Cell-Based Medical Engineering,nonprofit,160
Research Institute for Philosophy Hannover,funder,159
Centre for Individualised Infection Medicine,facility,159
Würth Elektronik (Germany),company,159
Volkswagen Foundation,nonprofit,159
Paul Gerhardt Diakonie,healthcare,159
Institut fuer Integrierte Produktion Hannover (Germany),company,159
Löwenstein Medical (Germany),company,158
Thieme Medical Publishers (Germany),company,158
German Society for Thoracic and Cardiovascular Surgery,other,158
Hermes Arzneimittel (Germany),company,158
Klinik Roderbirke,healthcare,158
Pathologie Hamburg-West,healthcare,157
Wala Heilmittel (Germany),company,156
Brainlab (Germany),company,156
IMU Institut (Germany),company,156
Zentrum Überleben,nonprofit,156
HNO-Praxis,healthcare,155
West Coast University of Applied Sciences,education,155
Landesanstalt für Umwelt Baden-Württemberg,facility,155
Leibniz Institute for Psychology,facility,155
Augenstern,facility,155
MRB Research Center for Magnetic Resonance Bavaria,facility,155
Prussian Cultural Heritage Foundation,archive,155
Forstliche Versuchs- und Forschungsanstalt Baden-Württemberg,facility,155
Grönemeyer Institute for MicroTherapy,healthcare,154
Ulrich Medical (Germany),funder,154
Vacuumschmelze (Germany),company,154
Air Products (Germany),company,154
GP Forschungsgruppe,nonprofit,154
The Hydrogen and Fuel Cell Center,facility,154
German Academic Exchange Service,nonprofit,153
Coherent (Germany),company,153
Institut für Bauforschung,facility,153
Lanxess (Germany),funder,153
Berlin Center for Genomics in Biodiversity Research,facility,153
Giesecke and Devrient (Germany),company,153
Bavarian Research Alliance,nonprofit,153
SENTECH Instruments (Germany),company,153
Acura Kliniken,healthcare,152
Johnson & Johnson (Germany),company,152
Asklepios Fachklinikum Tiefenbrunn,healthcare,152
Institut für Korrosionsschutz Dresden,nonprofit,152
Sankt Georgen Graduate School of Philosophy and Theology,education,151
K+S (Germany),company,151
DAK-Gesundheit (Germany),funder,151
Institute of Textile Chemistry and Chemical Fibers,facility,151
George C. Marshall European Center for Security Studies,government,151
Accenture (Germany),company,150
Katholische Stiftungshochschule München,education,150
Hamburgische Schiffbau-Versuchsanstalt (Germany),company,150
Gesundheitszentrum Bitterfeld,healthcare,150
Hochrhein Institut für Rehabilitationsforschung,facility,149
Rems-Murr-Klinikum,healthcare,149
GenXPro (Germany),company,148
RFH - University of Applied Sciences Cologne,education,148
Immundiagnostik (Germany),company,148
Müller BBM (Germany),company,148
HELIOS Albert-Schweitzer-Klinik Northeim,healthcare,148
Klinikum am Weissenhof,healthcare,148
VDEh-Betriebsforschungsinstitut,facility,148
Klinik Bad Bergzabern,healthcare,148
Landesinstitut für Arbeitsgestaltung des Landes Nordrhein-Westfalen,other,148
Etas (Germany),company,147
Lohmann Tierzucht (Germany),company,147
Forschungszentrum Küste,facility,147
Deutsche Diabetes Stiftung,nonprofit,147
Ecofys (Germany),company,147
Ansys (Germany),company,147
Zentrum für Foren in der Grafischen Datenverarbeitung,nonprofit,147
Hochschule für Polizei und Öffentliche Verwaltung Nordrhein-Westfalen,education,147
Wieland (Germany),company,146
Lower Saxony Institute for Historical Coastal Research,facility,146
Institut für Automatisierung und Informatik,facility,146
Arbeitsgemeinschaft Gynäkologische Onkologie Studiengruppe,nonprofit,146
Forschungsinstitut für Anwendungsorientierte Wissensverarbeitung,nonprofit,145
"Federal Office of Bundeswehr Equipment, Information Technology and In-Service Support",government,145
Hitachi (Germany),company,145
Schön Klinik Nürnberg Fürth,healthcare,145
Evangelische Kliniken Gelsenkirchen,healthcare,145
Enercon (Germany),company,145
TÜV SÜD (Germany),company,145
University of Maryland University College Europe,education,145
Institut für Forensische Genetik,facility,144
Synopsys (Germany),company,144
Institute for ImplantTechnology and Biomaterials,facility,144
Dr Falk Pharma (Germany),funder,144
TIB Molbiol (Germany),company,144
Alfried Krupp von Bohlen und Halbach Foundation,nonprofit,144
Target (Germany),company,144
Süddeutsches Kunststoff-Zentrum (Germany),company,143
Laserklinik Karlsruhe,healthcare,143
Medicover,healthcare,143
Kreisklinik Trostberg,healthcare,143
Federal Ministry for Economic Affairs and Climate Action,government,143
LaVision (Germany),company,143
Covestro (Germany),funder,143
German Society of Sport Science,nonprofit,142
Landesamt für Denkmalpflege Hessen,other,142
Reiner Lemoine Institute,nonprofit,142
SmartFactory (Germany),company,142
Klinik Blankenstein,healthcare,141
Deutsche Flugsicherung (Germany),company,141
Landeswasserversorgung (Germany),company,141
Evangelische Hochschule Dresden,education,141
Hydroisotop (Germany),company,140
Immatics Biotechnologies (Germany),company,140
Microchip Technology (Germany),company,140
Stadtwerke Dinslaken (Germany),company,140
"Landesamt für Geologie, Rohstoffe und Bergbau",government,140
Analyze & Realize (Germany),company,139
Ionic Liquids Technologies (Germany),company,139
Schaper & Brümmer (Germany),company,139
Kinderklinik Regensburg,healthcare,138
State Education and Research Institute for Viticulture and Pomology Weinsberg,facility,138
Messer (Germany),company,138
Fraunhofer Institute for Transportation and Infrastructure Systems,facility,138
Nexans (Germany),company,138
Catholic University of Applied Social Sciences,education,137
IDT Biologika (Germany),company,137
Jenoptik (Germany),company,137
Bezirkskrankenhaus Augsburg,healthcare,136
Institut für Umwelttechnologien (Germany),company,136
RENA Technologies (Germany),company,136
Deutsche Gesellschaft für Muskelkranke,nonprofit,136
DB Engineering & Consulting (Germany),company,135
Forschungsinstitut für biologischen Landbau,facility,134
"Institute for German, European and International Medical Law, Public Health Law and Bioethics",facility,134
BICC - Bonn International Centre for Conflict Studies,facility,134
Fraunhofer Research Institution for Materials Recycling and Resource Strategies IWKS,facility,134
Ruhrverband (Germany),company,134
Radiometer (Germany),company,134
Max Planck Research Unit for Neurogenetics,facility,134
University of Applied Labour Studies of the Federal Employment Agency,education,133
Biochemisches Institut für Umweltcarcinogene,nonprofit,133
Ärztliche Gesellschaft zur Gesundheitsförderung e.V,nonprofit,133
Fraunhofer Center for International Management and Knowledge Economy,facility,133
